City,MCC,MNC,LAC,CID,BSC,BSIC,ARFCN,BAND,F_DL (MHz),RXLEV (dBm),RXQUAL,SNR (dB),UL Speed (kbps),DL Speed (kbps),Latitude,Longitude,Speed (m/s),Height (m),Connection Type
Pune,405,874,4142,14490,25,20,51,1800 MHz,959.9519362733900,-101,2,19.38,429,796,19.753412,85.915966,13.682131124180500,112.55270553289500,WiFi
Pune,405,864,6203,67407,39,38,72,1800 MHz,956.02878474355,-73,5,13.26,140,1545,12.72407,78.24409,5.821040335889930,157.3915134530390,WiFi
Pune,405,874,3727,35595,41,8,4,1800 MHz,941.7216966118380,-108,0,13.97,64,1757,31.358012,90.473147,1.5141750765688400,283.35510943648000,WiFi
Pune,405,864,8683,67034,38,16,90,900 MHz,946.2545461371270,-88,0,11.63,291,1285,22.69788,95.46141,13.35864098453640,493.3756074855100,Data
Pune,405,874,4139,83723,45,1,66,900 MHz,957.397801872386,-108,1,27.21,224,1751,36.633865,81.604932,10.09649633162530,138.43395912699300,Data
Pune,405,868,3784,55065,27,56,91,1800 MHz,936.5705494084090,-85,7,15.93,438,256,25.505516,89.533589,2.019573121530470,463.1756186209460,Data
Pune,405,872,6642,55868,43,47,9,900 MHz,948.6748179133870,-89,4,5.97,169,232,9.552069,78.599923,15.51341839680450,185.6030647907430,Data
Pune,405,872,5369,35151,14,50,38,1800 MHz,939.1694963763160,-109,2,17.62,227,297,18.856492,87.467107,5.690750714199960,52.736235981423400,WiFi
Pune,405,868,6926,67046,42,48,104,1800 MHz,959.3869085990320,-102,7,19.27,172,980,34.749532,83.318325,3.415931501300740,112.73345174022100,WiFi
Pune,405,872,8396,84156,27,1,33,2100 MHz,936.6167003715830,-67,5,15.308745451950700,701,596,18.523819016745700,73.8532242721311,8.86393619335174,261.59762517336400,WiFi
Pune,405,873,2983,78939,34,40,70,900 MHz,942.6185746655450,-64,1,15.67026680570780,133,728,18.54725856348480,73.88101781911320,10.560999328146700,292.3671915174970,Voice
Pune,405,865,9828,42113,23,49,112,900 MHz,941.5701300601880,-67,2,29.385628387699700,956,1121,18.480845089613700,73.86628473344100,4.398777070507070,141.93155801274100,Data
Pune,405,866,4081,26647,42,3,101,900 MHz,951.4586051150240,-78,4,28.238197349984400,644,805,18.474013385911700,73.8446866392607,14.852845826151700,253.06920824599900,WiFi
Pune,405,872,1266,11919,26,8,30,1800 MHz,944.8705751993580,-85,1,27.83791111289180,686,1794,18.615760250513800,73.85975943146690,7.760870278417420,290.3897907223600,Voice
Pune,405,867,5360,81753,48,8,74,1800 MHz,955.2505639179300,-105,0,13.875821595945700,442,844,18.507961437887900,73.81484363461350,19.384686847244600,97.12751774506520,Data
Pune,405,862,9302,39443,47,58,20,900 MHz,956.5269885653620,-62,6,16.217539635214100,76,1831,18.468582996994000,73.93130305064230,12.63412699809780,296.57917868023600,Voice
Pune,405,865,3746,59026,22,18,56,1800 MHz,945.0146549389540,-102,6,26.784228396994900,321,1858,18.447615074422300,73.94156956111250,3.7705945779591900,218.1433805444090,Data
Pune,405,868,9365,21353,14,52,120,2100 MHz,937.7894838725550,-81,0,6.076263882849540,470,1982,18.51804512685700,73.80518681174690,6.128719181088460,7.542498797626750,Data
Pune,405,867,3378,66535,39,36,82,900 MHz,957.1825767543480,-77,0,2.0617453367514500,946,1260,18.420512419482700,73.83783271528090,12.23739891595380,116.73903030375100,WiFi
Pune,405,867,4082,33455,32,55,5,2100 MHz,950.3991152572560,-69,4,22.224220961471600,226,689,18.4428591511319,73.9381449556454,11.738446550994600,57.130966336190300,Voice
Pune,405,867,5777,31491,16,41,17,2100 MHz,956.2876698121780,-83,5,26.372195290769300,808,760,18.522154599171400,73.86177546747780,9.722784352993310,32.54367655121320,Voice
Pune,405,867,8651,11034,21,36,58,2100 MHz,953.6299749482470,-67,0,17.188474847655200,789,272,18.472857895266800,73.81211614218200,9.81737593342954,182.71113869790500,Data
Pune,405,873,7684,29688,18,46,72,900 MHz,953.3131477269720,-66,3,11.004703019766700,584,522,18.573201067143700,73.85275634774170,15.759674487575200,112.1508854444060,Data
Pune,405,871,2595,86364,17,49,54,900 MHz,945.5023233245910,-86,0,7.253707816328100,449,1631,18.536274749970000,73.76896276893030,19.91406889473650,15.996189386034500,Voice
Pune,405,869,7098,32140,15,21,59,2100 MHz,958.1656699168230,-91,3,2.048726623416290,753,1808,18.51675372258260,73.9345506815276,16.994952199482700,106.36943741956300,Voice
Pune,405,866,2647,65587,12,30,113,2100 MHz,958.6135828146370,-92,4,6.318912219292810,57,312,18.513100032475800,73.93953195714880,5.301571944058490,297.7074658128850,WiFi
Pune,405,871,1374,89410,23,27,16,1800 MHz,942.662366692728,-103,1,3.9363470050292900,231,765,18.508247011005700,73.78606916814400,14.812356791154600,157.34807382473700,Data
Pune,405,862,4290,59077,48,50,61,1800 MHz,954.3307223560670,-108,4,7.429888886218690,173,1854,18.42384337117780,73.81102216540320,18.42901984104790,23.65843522695970,WiFi
Pune,405,861,6665,65310,20,13,48,2100 MHz,943.7905476913900,-66,1,14.785397251536900,414,380,18.433974215214600,73.84531391554700,18.31054053920750,113.57773143251800,WiFi
Pune,405,866,6718,37604,33,40,122,1800 MHz,958.1878884610230,-90,1,20.475390944192000,521,1145,18.428099433454,73.91890355635070,10.127412942811300,163.39557792884800,WiFi
Pune,405,873,7514,17875,35,35,33,1800 MHz,955.8873430081180,-85,6,21.736783672302800,426,1848,18.568142746887700,73.76438915715120,18.425169872434100,83.02533123688990,Data
Pune,405,867,8658,17844,29,20,87,900 MHz,947.8451246650030,-102,6,17.47805289620340,462,120,18.496321163980500,73.93013520356720,5.884540162891480,20.61887824896360,Voice
Pune,405,865,8058,99977,39,52,122,900 MHz,951.2619248919190,-90,2,16.116542490913100,882,1494,18.509776300499900,73.78200186940860,11.82499532805690,184.9498160832400,Data
Pune,405,862,3692,43662,42,17,83,2100 MHz,938.2710626460750,-100,4,12.70504451856580,918,815,18.569535015179500,73.83572637753400,5.2877705178261500,34.350239702375600,Voice
Pune,405,865,7250,84918,18,17,80,2100 MHz,940.6979826013880,-62,0,14.744218219061400,226,1422,18.448581604772700,73.8690168707799,9.335534333648520,32.351022006728200,WiFi
Pune,405,865,3062,60192,39,62,63,2100 MHz,955.8896064131910,-60,5,27.94508558446400,575,1686,18.505911121859000,73.79621952263250,0.6771911824603840,117.95811808454800,Data
Pune,405,863,1559,83569,23,24,121,2100 MHz,942.5159911185680,-53,1,29.007342753819100,246,411,18.59305773892680,73.8061463247618,2.7671498020174700,22.853216115704200,Voice
Pune,405,863,3312,34679,29,30,117,1800 MHz,944.0282581990020,-73,1,6.824402257385810,730,549,18.425363813865300,73.78540775817690,12.842784001479400,92.27699912522010,Voice
Pune,405,872,4429,45081,13,60,89,900 MHz,944.4590746562300,-74,4,5.386303735087350,926,1647,18.519276939790200,73.94977043771490,6.648035940950620,8.29243380932433,WiFi
Pune,405,869,6582,23281,11,21,24,2100 MHz,956.0684823252470,-69,5,29.944776500209200,625,1840,18.455185359472100,73.86227941832470,19.08332893913220,211.5903484327700,Data
Pune,405,862,8036,13542,12,47,118,2100 MHz,935.2538803893280,-81,4,13.593952446201300,793,1838,18.480900209089300,73.9148216942064,5.561450832291880,113.94821266488400,Voice
Pune,405,865,7727,33657,16,8,78,900 MHz,948.9074945872260,-68,0,13.594205107117900,230,1849,18.425042519168100,73.88383152724600,16.993143540604200,45.47575020827300,Voice
Pune,405,869,8934,32624,19,59,36,900 MHz,945.5870593169340,-90,0,11.137582052860500,313,771,18.42915997208610,73.79523371800680,15.632103368038300,93.7223158465481,Voice
Pune,405,865,5497,28353,29,60,77,1800 MHz,946.0224335296110,-69,4,16.884237983608100,206,1688,18.42288586232670,73.92650046730910,10.770018769950100,134.42187238200700,Data
Pune,405,860,1194,13548,25,40,119,2100 MHz,946.7003528739670,-94,0,23.971624662711600,691,742,18.457743625144900,73.93597063551060,0.4166503011737840,51.372318105714500,Data
Pune,405,873,2149,81026,12,12,78,2100 MHz,943.7558818027800,-67,3,10.053466975852800,909,384,18.489669935306100,73.7980311008055,4.395905717958390,136.33319595765900,WiFi
Pune,405,868,4658,74088,40,42,85,900 MHz,939.3545268861650,-93,0,7.633048376713460,772,1870,18.560294350950200,73.78792974115450,5.226717727361940,199.43019671060400,Voice
Pune,405,863,8253,94450,29,54,122,1800 MHz,949.9072580472410,-67,4,3.158775364824410,519,739,18.585372579787000,73.8182928692089,8.218710919997090,77.064748547659,Voice
Pune,405,861,6748,65342,32,47,111,2100 MHz,949.5687141958020,-104,2,27.4357036443382,386,1025,18.452621693045100,73.93005812878380,11.892757799569900,66.56030819450450,WiFi
Pune,405,864,2024,46508,44,6,61,2100 MHz,944.7290222668470,-54,0,20.7594687185823,848,320,18.538638984875700,73.85286683282430,6.929866553828230,239.1521752260670,WiFi
Pune,405,860,2877,46582,12,0,110,1800 MHz,944.2392202629470,-57,4,6.550752528113920,563,790,18.487036725313500,73.7651526645371,13.998751162674000,88.11425202943240,Data
Pune,405,867,1974,25825,35,56,13,1800 MHz,959.2520463605810,-51,4,11.801266112818200,125,891,18.588755233702900,73.9340946356934,19.010442313326700,186.9186088173750,WiFi
Pune,405,864,5358,88112,21,3,38,2100 MHz,946.8982953556840,-57,2,25.10192634488120,673,914,18.456419769813200,73.77217679681250,12.612290381884200,97.03844761220210,Data
Pune,405,864,1361,88313,44,20,111,1800 MHz,954.456668243798,-81,3,25.38858557742420,922,1036,18.49960244473,73.79771261001690,11.129060003023700,285.2223089979880,WiFi
Pune,405,860,2589,80086,47,51,63,2100 MHz,955.909218264507,-78,5,20.084294776397400,331,298,18.542590310641100,73.93615842551720,17.96650162535230,228.83772211609900,Data
Pune,405,864,4258,33797,33,18,39,2100 MHz,954.6255870748970,-108,0,20.987638145080500,710,1568,18.513756539685900,73.94240761966740,12.479075612024900,154.6101811144760,Data
Pune,405,864,3297,64528,21,45,120,900 MHz,937.9179042198010,-53,0,24.168866840011400,581,1003,18.52063200945560,73.9016598549577,17.92477319974280,107.90258983498900,Voice
Pune,405,863,3079,67605,26,52,96,1800 MHz,950.7180508221300,-86,3,5.043377850943940,84,324,18.543872167136900,73.95163027945650,0.8354787386553310,23.425789008684200,Data
Pune,405,862,6394,11593,15,23,5,900 MHz,939.5912904856860,-104,0,2.357757688647780,710,707,18.60533371818700,73.83477050555480,13.66013382388570,89.69639749576310,WiFi
Pune,405,869,2302,43341,31,18,117,900 MHz,948.2027689220010,-58,4,22.170204097194900,249,1562,18.489737416266500,73.93982736604110,0.07251345904460530,94.91432180275270,WiFi
Pune,405,871,1917,27491,38,55,77,900 MHz,943.219103306534,-78,1,20.28138444351150,88,210,18.57910581337810,73.87237015766630,8.305344908037070,81.04402993717000,WiFi
Pune,405,863,8832,66861,44,9,68,2100 MHz,938.6914957732300,-98,3,5.204333925960920,238,943,18.548348376932000,73.8654099679928,13.62472217893000,132.01458611411400,Data
Pune,405,865,5108,12583,32,25,88,2100 MHz,952.0248744756330,-69,5,25.973981701765900,272,1471,18.540355131606200,73.87660476154770,11.41445351344630,11.406966405818600,Data
Pune,405,871,7848,77685,25,53,10,900 MHz,938.3646043659010,-94,3,24.657201324583400,623,1452,18.56180172990630,73.83218543602520,0.43604794635502300,281.4820036188810,WiFi
Pune,405,874,5019,38700,38,6,106,900 MHz,951.9258345125730,-52,2,10.54329905567340,438,1756,18.539261977782400,73.84196068842850,3.64807535413739,130.53939451402100,Voice
Pune,405,872,7845,28161,49,19,64,900 MHz,940.810859383517,-71,0,21.81743389796920,947,1183,18.53576189129640,73.77077020702920,2.9378665862933700,5.441233967424670,Data
